index,features_of_interest_in_go_term,features_of_interest_in_go_term_gene_symbols,go_domain,go_name,n_background_in_go_term,n_features_of_interest_in_go_term,n_features_total_in_go_term,p_value,bonferonni_corrected_p_value,phenotype
GO:0006139,"ENSG00000114956,ENSG00000138363,ENSG00000165819","DGUOK,ATIC,METTL3",biological_process,nucleobase-containing compound metabolic process,11,3,74,0.0748940045892,18.1243491106,NPC
GO:0043524,"ENSG00000166333,ENSG00000100644,ENSG00000095002","ILK,HIF1A,MSH2",biological_process,negative regulation of neuron apoptotic process,11,3,100,0.0748940045892,18.1243491106,NPC
GO:0045471,"ENSG00000183044,ENSG00000104067,ENSG00000113161","ABAT,TJP1,HMGCR",biological_process,response to ethanol,11,3,81,0.0748940045892,18.1243491106,NPC
GO:0070936,"ENSG00000078140,ENSG00000063978,ENSG00000182670","UBE2K,RNF4,TTC3",biological_process,protein K48-linked ubiquitination,11,3,43,0.0748940045892,18.1243491106,NPC
GO:0000245,"ENSG00000182004,ENSG00000003756,ENSG00000092208","SNRPE,RBM5,GEMIN2",biological_process,spliceosomal complex assembly,11,3,27,0.0748940045892,18.1243491106,NPC
GO:0006289,"ENSG00000134480,ENSG00000035928,ENSG00000117748,ENSG00000049541,ENSG00000066427,ENSG00000012061","CCNH,RFC1,RPA2,RFC2,ATXN3,ERCC1",biological_process,nucleotide-excision repair,26,6,84,0.0923770437007,22.3552445756,NPC
GO:0070979,"ENSG00000063978,ENSG00000104343,ENSG00000141552","RNF4,UBE2W,ANAPC11",biological_process,protein K11-linked ubiquitination,12,3,26,0.0991670043334,23.9984150487,NPC
GO:0071456,"ENSG00000154582,ENSG00000100644,ENSG00000198625","TCEB1,HIF1A,MDM4",biological_process,cellular response to hypoxia,12,3,78,0.0991670043334,23.9984150487,NPC
GO:0006271,"ENSG00000049541,ENSG00000035928,ENSG00000117748","RFC2,RFC1,RPA2",biological_process,DNA strand elongation involved in DNA replication,12,3,31,0.0991670043334,23.9984150487,NPC
GO:0006338,"ENSG00000152455,ENSG00000048649,ENSG00000171634","SUV39H2,RSF1,BPTF",biological_process,chromatin remodeling,12,3,64,0.0991670043334,23.9984150487,NPC
GO:0006099,"ENSG00000067829,ENSG00000136143,ENSG00000131828","IDH3G,SUCLA2,PDHA1",biological_process,tricarboxylic acid cycle,12,3,33,0.0991670043334,23.9984150487,NPC
GO:0007420,"ENSG00000143156,ENSG00000149311,ENSG00000253729,ENSG00000053438,ENSG00000171634,ENSG00000112972","NME7,ATM,PRKDC,NNAT,BPTF,HMGCS1",biological_process,brain development,27,6,216,0.108979880489,26.3731310784,NPC
GO:0010467,"ENSG00000178982,ENSG00000165819,ENSG00000082898,ENSG00000197111,ENSG00000092208,ENSG00000165119,ENSG00000171311,ENSG00000153037,ENSG00000003756,ENSG00000114127,ENSG00000146282,ENSG00000134480,ENSG00000182004,ENSG00000130713,ENSG00000060339,ENSG00000154582,ENSG00000138668,ENSG00000101654,ENSG00000196305,ENSG00000108590,ENSG00000122566,ENSG00000133226,ENSG00000164924,ENSG00000123737,ENSG00000185627,ENSG00000065427,ENSG00000116455,ENSG00000106305,ENSG00000141027,ENSG00000175324,ENSG00000112237,ENSG00000205937,ENSG00000125944,ENSG00000156976,ENSG00000070785,ENSG00000089157,ENSG00000124783,ENSG00000064995,ENSG00000166478,ENSG00000151247,ENSG00000100664,ENSG00000160201,ENSG00000168214,ENSG00000107371,ENSG00000169062,ENSG00000140612,ENSG00000169045,ENSG00000162385,ENSG00000092199,ENSG00000138777","EIF3K,METTL3,XPO1,PCBP2,GEMIN2,HNRNPK,EXOSC1,SRP19,RBM5,XRN1,RARS2,CCNH,SNRPE,EXOSC2,CCAR1,TCEB1,HNRNPD,RNMT,IARS,MED31,HNRNPA2B1,SRRM1,YWHAZ,EXOSC9,PSMD13,KARS,WDR77,AIMP2,NCOR1,LSM1,CCNC,RNPS1,HNRNPR,EIF4A2,EIF2B3,RPLP0,SSR1,TAF11,ZNF143,EIF4E,EIF5,U2AF1,RBPJ,EXOSC3,UPF3A,SEC11A,HNRNPH1,MAGOH,HNRNPC,PPA2",biological_process,gene expression,282,50,771,0.115142551332,27.8644974224,NPC
GO:0000079,"ENSG00000163660,ENSG00000112237,ENSG00000134480","CCNL1,CCNC,CCNH",biological_process,regulation of cyclin-dependent protein kinase activity,13,3,62,0.126564564374,30.6286245784,NPC
GO:0034660,"ENSG00000116455,ENSG00000182004,ENSG00000092208","WDR77,SNRPE,GEMIN2",biological_process,ncRNA metabolic process,13,3,24,0.126564564374,30.6286245784,NPC
GO:0007411,"ENSG00000077254,ENSG00000092841,ENSG00000155366,ENSG00000042753,ENSG00000141367,ENSG00000149294","USP33,MYL6,RHOC,AP2S1,CLTC,NCAM1",biological_process,axon guidance,28,6,341,0.127053560776,30.7469617077,NPC
GO:0007155,"ENSG00000151422,ENSG00000149294,ENSG00000117155,ENSG00000142856,ENSG00000128585","FER,NCAM1,SSX2IP,ITGB3BP,MKLN1",biological_process,cell adhesion,23,5,494,0.129936028759,31.4445189597,NPC
GO:0006461,"ENSG00000155463,ENSG00000108590,ENSG00000198625,ENSG00000163848","OXA1L,MED31,MDM4,ZNF148",biological_process,protein complex assembly,18,4,134,0.130577756601,31.5998170974,NPC
GO:0007264,"ENSG00000214087,ENSG00000114346,ENSG00000128581,ENSG00000155366,ENSG00000185236,ENSG00000143622,ENSG00000138757,ENSG00000168461","ARL16,ECT2,RABL5,RHOC,RAB11B,RIT1,G3BP2,RAB31",biological_process,small GTPase mediated signal transduction,39,8,373,0.134181282921,32.4718704669,NPC
GO:0006283,"ENSG00000049541,ENSG00000134480,ENSG00000117748,ENSG00000012061,ENSG00000035928","RFC2,CCNH,RPA2,ERCC1,RFC1",biological_process,transcription-coupled nucleotide-excision repair,24,5,56,0.151996335617,36.7831132194,NPC
GO:0006417,"ENSG00000151247,ENSG00000162385,ENSG00000144895,ENSG00000070785","EIF4E,MAGOH,EIF2A,EIF2B3",biological_process,regulation of translation,19,4,74,0.156017949959,37.75634389,NPC
GO:0007186,"ENSG00000186469,ENSG00000087460,ENSG00000162604","GNG2,GNAS,TM2D1",biological_process,G-protein coupled receptor signaling pathway,14,3,1079,0.156714720515,37.9249623646,NPC
GO:0000387,"ENSG00000116455,ENSG00000182004,ENSG00000092208","WDR77,SNRPE,GEMIN2",biological_process,spliceosomal snRNP assembly,14,3,28,0.156714720515,37.9249623646,NPC
GO:0016477,"ENSG00000143776,ENSG00000077254,ENSG00000119185","CDC42BPA,USP33,ITGB1BP1",biological_process,cell migration,14,3,140,0.156714720515,37.9249623646,NPC
GO:0043123,"ENSG00000114346,ENSG00000147649,ENSG00000155366,ENSG00000144136","ECT2,MTDH,RHOC,SLC20A1",biological_process,positive regulation of I-kappaB kinase/NF-kappaB cascade,20,4,161,0.183296734029,44.357809635,NPC
GO:0006357,"ENSG00000154582,ENSG00000166478,ENSG00000116455,ENSG00000141027,ENSG00000148516,ENSG00000115966,ENSG00000112983,ENSG00000101773,ENSG00000140262","TCEB1,ZNF143,WDR77,NCOR1,ZEB1,ATF2,BRD8,RBBP8,TCF12",biological_process,regulation of transcription from RNA polymerase II promoter,48,9,327,0.193912258212,46.9267664873,NPC
GO:0008219,"ENSG00000204843,ENSG00000066427,ENSG00000100225,ENSG00000069329","DCTN1,ATXN3,FBXO7,VPS35",biological_process,cell death,21,4,160,0.212161090754,51.3429839624,NPC
GO:0045087,"ENSG00000115966,ENSG00000145782,ENSG00000165416,ENSG00000197111,ENSG00000109339","ATF2,ATG12,SUGT1,PCBP2,MAPK10",biological_process,innate immune response,27,5,382,0.22671238714,54.8643976878,NPC
GO:0016044,"ENSG00000141367,ENSG00000115561,ENSG00000184432,ENSG00000138674,ENSG00000105669","CLTC,CHMP3,COPB2,SEC31A,COPE",biological_process,cellular membrane organization,28,5,100,0.25389206706,61.4418802284,NPC
GO:0007275,"ENSG00000116678,ENSG00000006652,ENSG00000258289,ENSG00000125954,ENSG00000254004","LEPR,IFRD1,CHURC1,CHURC1-FNTB,ZNF260",biological_process,multicellular organismal development,28,5,564,0.25389206706,61.4418802284,NPC
GO:0006364,"ENSG00000130713,ENSG00000123737,ENSG00000107371,ENSG00000198000,ENSG00000108651,ENSG00000171311","EXOSC2,EXOSC9,EXOSC3,NOL8,UTP6,EXOSC1",biological_process,rRNA processing,35,6,103,0.286957980274,69.4438312263,NPC
GO:0006006,"ENSG00000163754,ENSG00000102893,ENSG00000117448","GYG1,PHKB,AKR1A1",biological_process,glucose metabolic process,18,3,129,0.296165580041,71.6720703699,NPC
GO:0006629,"ENSG00000112972,ENSG00000172531,ENSG00000085719","HMGCS1,PPP1CA,CPNE3",biological_process,lipid metabolic process,18,3,228,0.296165580041,71.6720703699,NPC
GO:0006368,"ENSG00000154582,ENSG00000064995,ENSG00000134480,ENSG00000130706","TCEB1,TAF11,CCNH,ADRM1",biological_process,transcription elongation from RNA polymerase II promoter,24,4,78,0.305559144814,73.945313045,NPC
GO:0006200,"ENSG00000100813,ENSG00000076242,ENSG00000064933,ENSG00000095002,ENSG00000127603","ACIN1,MLH1,PMS1,MSH2,MACF1",biological_process,ATP catabolic process,30,5,88,0.310545159586,75.1519286197,NPC
GO:0000075,"ENSG00000113456,ENSG00000185627,ENSG00000149554,ENSG00000097046,ENSG00000135336,ENSG00000149311,ENSG00000141552,ENSG00000101773,ENSG00000049541,ENSG00000095787,ENSG00000117748","RAD1,PSMD13,CHEK1,CDC7,ORC3,ATM,ANAPC11,RBBP8,RFC2,WAC,RPA2",biological_process,cell cycle checkpoint,66,11,147,0.311513819797,75.3863443908,NPC
GO:0006367,"ENSG00000108590,ENSG00000134480,ENSG00000141027,ENSG00000112237,ENSG00000168214,ENSG00000064995","MED31,CCNH,NCOR1,CCNC,RBPJ,TAF11",biological_process,transcription initiation from RNA polymerase II promoter,36,6,204,0.313097952716,75.7697045573,NPC
GO:0050434,"ENSG00000154582,ENSG00000048649,ENSG00000134480","TCEB1,RSF1,CCNH",biological_process,positive regulation of viral transcription,19,3,56,0.333538281394,80.7162640973,NPC
GO:0007399,"ENSG00000204843,ENSG00000169554,ENSG00000066427,ENSG00000164751","DCTN1,ZEB2,ATXN3,PEX2",biological_process,nervous system development,25,4,334,0.338052253902,81.8086454443,NPC
GO:0006184,"ENSG00000155366,ENSG00000185236,ENSG00000143622,ENSG00000087460,ENSG00000168461,ENSG00000100664","RHOC,RAB11B,RIT1,GNAS,RAB31,EIF5",biological_process,GTP catabolic process,37,6,269,0.339648124808,82.1948462035,NPC
GO:0016070,"ENSG00000123737,ENSG00000092208,ENSG00000075151,ENSG00000171311,ENSG00000130713,ENSG00000182004,ENSG00000138668,ENSG00000100664,ENSG00000164924,ENSG00000082898,ENSG00000185627,ENSG00000116455,ENSG00000175324,ENSG00000205937,ENSG00000156976,ENSG00000089157,ENSG00000151247,ENSG00000114127,ENSG00000107371,ENSG00000169062,ENSG00000162385,ENSG00000167272","EXOSC9,GEMIN2,EIF4G3,EXOSC1,EXOSC2,SNRPE,HNRNPD,EIF5,YWHAZ,XPO1,PSMD13,WDR77,LSM1,RNPS1,EIF4A2,RPLP0,EIF4E,XRN1,EXOSC3,UPF3A,MAGOH,POP5",biological_process,RNA metabolic process,157,22,324,0.637258454797,154.216546061,NPC
GO:0000082,"ENSG00000185627,ENSG00000134480,ENSG00000151247,ENSG00000135336,ENSG00000117748,ENSG00000101773,ENSG00000097046","PSMD13,CCNH,EIF4E,ORC3,RPA2,RBBP8,CDC7",biological_process,G1/S transition of mitotic cell cycle,60,7,169,0.72487938036,175.420810047,NPC
GO:0016071,"ENSG00000164924,ENSG00000114127,ENSG00000123737,ENSG00000185627,ENSG00000151247,ENSG00000082898,ENSG00000175324,ENSG00000197111,ENSG00000205937,ENSG00000107371,ENSG00000169062,ENSG00000138668,ENSG00000171311,ENSG00000156976,ENSG00000162385,ENSG00000089157,ENSG00000130713","YWHAZ,XRN1,EXOSC9,PSMD13,EIF4E,XPO1,LSM1,PCBP2,RNPS1,EXOSC3,UPF3A,HNRNPD,EXOSC1,EIF4A2,MAGOH,RPLP0,EXOSC2",biological_process,mRNA metabolic process,136,17,282,0.793073575246,191.923805209,NPC
GO:0044267,"ENSG00000120697,ENSG00000138674,ENSG00000178982,ENSG00000151665,ENSG00000180398,ENSG00000159063,ENSG00000167397,ENSG00000173171,ENSG00000151247,ENSG00000127022,ENSG00000156976,ENSG00000185808,ENSG00000140612,ENSG00000070785,ENSG00000095059,ENSG00000124783,ENSG00000089157,ENSG00000100664,ENSG00000153037","ALG5,SEC31A,EIF3K,PIGF,MCFD2,ALG8,VKORC1,MTX1,EIF4E,CANX,EIF4A2,PIGP,SEC11A,EIF2B3,DHPS,SSR1,RPLP0,EIF5,SRP19",biological_process,cellular protein metabolic process,152,19,438,0.811253271627,196.323291734,NPC
GO:0006457,"ENSG00000114857,ENSG00000084072,ENSG00000127022,ENSG00000196262,ENSG00000240344","NKTR,PPIE,CANX,PPIA,PPIL3",biological_process,protein folding,51,5,210,0.818467841184,198.069217567,NPC
GO:0000084,"ENSG00000185627,ENSG00000134480,ENSG00000035928,ENSG00000135336,ENSG00000117748,ENSG00000049541","PSMD13,CCNH,RFC1,ORC3,RPA2,RFC2",biological_process,S phase of mitotic cell cycle,60,6,131,0.837450300592,202.662972743,NPC
GO:0000216,"ENSG00000135336,ENSG00000097046,ENSG00000185627,ENSG00000117748","ORC3,CDC7,PSMD13,RPA2",biological_process,M/G1 transition of mitotic cell cycle,47,4,93,0.869871610481,210.508929736,NPC
GO:0042981,"ENSG00000164305,ENSG00000086666,ENSG00000100644,ENSG00000185627,ENSG00000122779","CASP3,ZFAND6,HIF1A,PSMD13,TRIM24",biological_process,regulation of apoptotic process,55,5,254,0.870405774479,210.638197424,NPC
GO:0006412,"ENSG00000048544,ENSG00000178982,ENSG00000243147,ENSG00000112110,ENSG00000239789,ENSG00000144895,ENSG00000151247,ENSG00000204568,ENSG00000249773,ENSG00000163319,ENSG00000143436,ENSG00000156976,ENSG00000124783,ENSG00000140612,ENSG00000070785,ENSG00000095059,ENSG00000082515,ENSG00000089157,ENSG00000100664,ENSG00000153037","MRPS10,EIF3K,MRPL33,MRPL18,MRPS17,EIF2A,EIF4E,MRPS18B,MRPS17,MRPS18C,MRPL9,EIF4A2,SSR1,SEC11A,EIF2B3,DHPS,MRPL22,RPLP0,EIF5,SRP19",biological_process,translation,168,20,310,0.879701471552,212.887756116,NPC
GO:0034641,"ENSG00000137944,ENSG00000155096,ENSG00000185627,ENSG00000130066,ENSG00000008311","CCBL2,AZIN1,PSMD13,SAT1,AASS",biological_process,cellular nitrogen compound metabolic process,56,5,214,0.881262267898,213.265468831,NPC
GO:0006977,"ENSG00000149311,ENSG00000185627,ENSG00000075218","ATM,PSMD13,GTSE1",biological_process,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest",40,3,82,0.883961213886,213.91861376,NPC
GO:0002474,"ENSG00000127022,ENSG00000185627,ENSG00000138674","CANX,PSMD13,SEC31A",biological_process,antigen processing and presentation of peptide antigen via MHC class I,42,3,164,0.905816603191,219.207617972,NPC
GO:0022904,"ENSG00000178741,ENSG00000158864,ENSG00000140374,ENSG00000164405","COX5A,NDUFS2,ETFA,UQCRQ",biological_process,respiratory electron transport chain,61,4,113,0.968527571087,234.383672203,NPC
GO:0016032,"ENSG00000064995,ENSG00000185627,ENSG00000134480,ENSG00000082898,ENSG00000196262,ENSG00000042753,ENSG00000163002,ENSG00000138750,ENSG00000154582,ENSG00000108559,ENSG00000101654,ENSG00000111581,ENSG00000089157,ENSG00000094914","TAF11,PSMD13,CCNH,XPO1,PPIA,AP2S1,NUP35,NUP54,TCEB1,NUP88,RNMT,NUP107,RPLP0,AAAS",biological_process,viral reproduction,156,14,392,0.987845333191,239.058570632,NPC
GO:0006413,"ENSG00000178982,ENSG00000151247,ENSG00000156976,ENSG00000070785,ENSG00000089157,ENSG00000100664","EIF3K,EIF4E,EIF4A2,EIF2B3,RPLP0,EIF5",biological_process,translational initiation,96,6,155,0.994877103976,240.760259162,NPC
GO:0000184,"ENSG00000205937,ENSG00000169062,ENSG00000162385,ENSG00000089157","RNPS1,UPF3A,MAGOH,RPLP0",biological_process,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",77,4,137,0.994992301701,240.788137012,NPC
GO:0006614,"ENSG00000124783,ENSG00000089157,ENSG00000140612,ENSG00000153037","SSR1,RPLP0,SEC11A,SRP19",biological_process,SRP-dependent cotranslational protein targeting to membrane,87,4,126,0.998540457726,241.64679077,NPC
GO:0006351,"ENSG00000141076,ENSG00000005483,ENSG00000160679,ENSG00000074266,ENSG00000162664,ENSG00000120669,ENSG00000131051,ENSG00000241258,ENSG00000178053,ENSG00000104064,ENSG00000137776,ENSG00000114439,ENSG00000121774,ENSG00000189042,ENSG00000137309,ENSG00000125107,ENSG00000152455,ENSG00000177565,ENSG00000116750,ENSG00000196081,ENSG00000148737,ENSG00000158161,ENSG00000152382,ENSG00000138095,ENSG00000135164,ENSG00000114126,ENSG00000187514,ENSG00000171634,ENSG00000064490,ENSG00000256771,ENSG00000163875,ENSG00000140262,ENSG00000074657,ENSG00000162961,ENSG00000171469,ENSG00000180964,ENSG00000119705,ENSG00000121570,ENSG00000182944,ENSG00000115207,ENSG00000171720,ENSG00000197372,ENSG00000006576,ENSG00000197961,ENSG00000179950,ENSG00000167840,ENSG00000178028,ENSG00000166164,ENSG00000118482,ENSG00000198039,ENSG00000025293,ENSG00000124177,ENSG00000121481,ENSG00000197223,ENSG00000138293,ENSG00000265817,ENSG00000114446,ENSG00000148308,ENSG00000172262,ENSG00000123562,ENSG00000119725,ENSG00000075292,ENSG00000135341,ENSG00000078403,ENSG00000153922,ENSG00000022840,ENSG00000173473,ENSG00000163660,ENSG00000138668,ENSG00000119685,ENSG00000137054,ENSG00000164649,ENSG00000136504,ENSG00000141027,ENSG00000198160,ENSG00000205937,ENSG00000144354,ENSG00000108788,ENSG00000124641,ENSG00000141510,ENSG00000177842,ENSG00000160633,ENSG00000095787,ENSG00000204256,ENSG00000033800,ENSG00000169714,ENSG00000029363,ENSG00000183765,ENSG00000133884,ENSG00000258289,ENSG00000182903,ENSG00000141380,ENSG00000182141,ENSG00000171988,ENSG00000157212,ENSG00000036549,ENSG00000160352,ENSG00000186141,ENSG00000100823,ENSG00000085274,ENSG00000142856,ENSG00000062194,ENSG00000157110,ENSG00000144231,ENSG00000121931,ENSG00000147140,ENSG00000087087,ENSG00000124831,ENSG00000171681,ENSG00000005801,ENSG00000113658,ENSG00000198464,ENSG00000131773,ENSG00000102038,ENSG00000123636,ENSG00000249319,ENSG00000139613","CIRH1A,KMT2E,CHTOP,EED,ZNF326,SOHLH2,RBM39,CRCP,MLF1,GABPB1,SLTM,BBX,KHDRBS1,ZNF567,HMGA1,CNOT1,SUV39H2,TBL1XR1,UCHL5,ZNF724P,TCF7L2,EYA3,TADA1,LRPPRC,DMTF1,TFDP2,PTMA,BPTF,RFXANK,ZNF253,MEAF6,TCF12,ZNF532,DPY30,ZNF561,TCEAL8,SLIRP,DPPA4,EWSR1,GTF3C2,HDAC3,ZNF675,PHTF2,ZNF121,PUF60,ZNF232,DMAP1,BRD7,PHF3,ZNF273,PHF20,CHD6,RNF2,C1D,NCOA4,FSBP,IFT57,GTF3C5,ZNF131,MORF4L2,ZNF410,ZNF638,MAP3K7,MLLT10,CHD1,RNF10,SMARCC1,CCNL1,HNRNPD,TTLL5,POLR1E,CDCA7L,KAT7,NCOR1,MIER1,RNPS1,CDCA7,MLX,MED20,TP53,ZNF620,SAFB,WAC,BRD2,PIAS1,CNBP,BCLAF1,CHEK2,DPF2,CHURC1,ZNF721,SS18,ZNF708,JMJD1C,PAXIP1,ZZZ3,ZNF714,POLR3C,APEX1,MYNN,ITGB3BP,GPBP1,RBPMS,POLR2D,LRIF1,NONO,SRRT,LRRFIP1,ATF7IP,ZNF195,SMAD5,ZNF480,KHDRBS3,SMARCA1,BAZ2B,AC068533.7,SMARCC2",biological_process,"transcription, DNA-dependent",296,117,2018,9.13717757276e-19,3.82847740299e-16,iPSC
GO:0006355,"ENSG00000141076,ENSG00000171988,ENSG00000160679,ENSG00000127989,ENSG00000120669,ENSG00000131051,ENSG00000137776,ENSG00000139624,ENSG00000114439,ENSG00000189042,ENSG00000137309,ENSG00000125107,ENSG00000152455,ENSG00000006576,ENSG00000113658,ENSG00000196081,ENSG00000148737,ENSG00000158161,ENSG00000162961,ENSG00000138095,ENSG00000135164,ENSG00000137947,ENSG00000168214,ENSG00000171634,ENSG00000256771,ENSG00000163875,ENSG00000074657,ENSG00000152382,ENSG00000165588,ENSG00000171469,ENSG00000180964,ENSG00000119705,ENSG00000006468,ENSG00000010244,ENSG00000114126,ENSG00000121570,ENSG00000182944,ENSG00000197372,ENSG00000197961,ENSG00000204514,ENSG00000167840,ENSG00000167635,ENSG00000141510,ENSG00000147140,ENSG00000138778,ENSG00000198039,ENSG00000025293,ENSG00000124177,ENSG00000265817,ENSG00000114446,ENSG00000172262,ENSG00000119725,ENSG00000075292,ENSG00000139546,ENSG00000078246,ENSG00000163660,ENSG00000138668,ENSG00000085224,ENSG00000164649,ENSG00000136504,ENSG00000184445,ENSG00000197905,ENSG00000108788,ENSG00000116750,ENSG00000213246,ENSG00000177842,ENSG00000169714,ENSG00000183765,ENSG00000133884,ENSG00000112983,ENSG00000182903,ENSG00000182141,ENSG00000160199,ENSG00000036549,ENSG00000160352,ENSG00000064995,ENSG00000132485,ENSG00000100823,ENSG00000115966,ENSG00000142856,ENSG00000157110,ENSG00000121931,ENSG00000139697,ENSG00000144354,ENSG00000087087,ENSG00000179950,ENSG00000005801,ENSG00000118260,ENSG00000198464,ENSG00000131773,ENSG00000123636","CIRH1A,JMJD1C,CHTOP,MTERF,SOHLH2,RBM39,SLTM,CERS5,BBX,ZNF567,HMGA1,CNOT1,SUV39H2,PHTF2,SMAD5,ZNF724P,TCF7L2,EYA3,DPY30,LRPPRC,DMTF1,GTF2B,RBPJ,BPTF,ZNF253,MEAF6,ZNF532,TADA1,OTX2,ZNF561,TCEAL8,SLIRP,ETV1,ZNF207,TFDP2,DPPA4,EWSR1,ZNF675,ZNF121,ZNF814,ZNF232,ZNF146,TP53,NONO,CENPE,ZNF273,PHF20,CHD6,FSBP,IFT57,ZNF131,ZNF410,ZNF638,TARBP2,TULP3,CCNL1,HNRNPD,ATRX,CDCA7L,KAT7,KNTC1,TEAD4,MLX,UCHL5,SUPT4H1,ZNF620,CNBP,CHEK2,DPF2,BRD8,ZNF721,ZNF708,PKNOX1,ZZZ3,ZNF714,TAF11,ZRANB2,APEX1,ATF2,ITGB3BP,RBPMS,LRIF1,SBNO1,CDCA7,SRRT,PUF60,ZNF195,CREB1,ZNF480,KHDRBS3,BAZ2B",biological_process,"regulation of transcription, DNA-dependent",226,91,2106,1.59691044521e-15,6.69105476543e-13,iPSC
GO:0008152,"ENSG00000083807,ENSG00000072042,ENSG00000072210,ENSG00000131473,ENSG00000093144,ENSG00000155189,ENSG00000117543,ENSG00000117054,ENSG00000128928,ENSG00000104325,ENSG00000185238,ENSG00000119927,ENSG00000203791,ENSG00000143353,ENSG00000145439,ENSG00000146733,ENSG00000101654,ENSG00000164904,ENSG00000110871,ENSG00000196177,ENSG00000160688,ENSG00000167220,ENSG00000132423,ENSG00000119471,ENSG00000123983,ENSG00000148335,ENSG00000133835,ENSG00000112972,ENSG00000060982,ENSG00000101247,ENSG00000023330,ENSG00000140650,ENSG00000258539,ENSG00000162496,ENSG00000131459,ENSG00000151552,ENSG00000197713,ENSG00000005194","SLC27A5,RDH11,ALDH3A2,ACLY,ECHDC1,AGPAT5,DPH5,ACADM,IVD,DECR1,PRMT3,GPAM,METTL10,LYPLAL1,CBR4,PSPH,RNMT,ALDH7A1,COQ5,ACADSB,FLAD1,HDHD2,COQ3,HSDL2,ACSL3,NTMT1,HSD17B4,HMGCS1,BCAT1,NDUFAF5,ALAS1,PMM2,RP11-12J10.3,DHRS3,GFPT2,QDPR,RPE,CIAPIN1",biological_process,metabolic process,89,38,486,2.23973120471e-08,9.38447374774e-06,iPSC
GO:0045893,"ENSG00000138293,ENSG00000162664,ENSG00000005483,ENSG00000169714,ENSG00000165588,ENSG00000048649,ENSG00000183765,ENSG00000258289,ENSG00000033800,ENSG00000108270,ENSG00000089123,ENSG00000006468,ENSG00000118260,ENSG00000112592,ENSG00000160310,ENSG00000022840,ENSG00000173473,ENSG00000125954,ENSG00000196290,ENSG00000138668,ENSG00000137309,ENSG00000110801,ENSG00000012048,ENSG00000166164,ENSG00000085721,ENSG00000062194,ENSG00000171056,ENSG00000197451,ENSG00000177565,ENSG00000141510,ENSG00000171681,ENSG00000113658,ENSG00000171634,ENSG00000125686,ENSG00000102038,ENSG00000140262,ENSG00000095787,ENSG00000139613","NCOA4,ZNF326,KMT2E,CNBP,OTX2,RSF1,CHEK2,CHURC1,PIAS1,AATF,TASP1,ETV1,CREB1,TBP,PRMT2,RNF10,SMARCC1,CHURC1-FNTB,NIF3L1,HNRNPD,HMGA1,PSMD9,BRCA1,BRD7,RRN3,GPBP1,SOX7,HNRNPAB,TBL1XR1,TP53,ATF7IP,SMAD5,BPTF,MED1,SMARCA1,TCF12,WAC,SMARCC2",biological_process,"positive regulation of transcription, DNA-dependent",90,38,573,3.26273837541e-08,1.3670873793e-05,iPSC
